resource_id,date,region,service,instance_type,environment,cpu_pct,ram_pct,disk_io,network_in,network_out,storage_gb,monthly_cost,uptime_hours,anomaly
RES-59615,2025-03-10,eu-west-1,EC2,t3.micro,Production,21.25,22.5,453.74,223.3,60.18,98.14,84.5,23.13,0
RES-59615,2025-03-11,eu-west-1,S3,t3.micro,Production,77.13,77.81,326.56,39.79,293.75,930.28,1028.04,13.49,0
RES-59615,2025-03-12,ap-south-1,RDS,t3.small,Development,56.46,38.23,316.13,181.6,41.35,989.73,876.57,19.83,0
RES-59615,2025-03-13,us-east-1,S3,t3.medium,Testing,53.65,24.44,157.4,4.36,153.66,334.14,1195.32,17.95,0
RES-59615,2025-03-14,eu-west-1,RDS,m5.large,Testing,71.28,11.4,369.87,220.57,224.5,103.89,1458.61,9.67,0
RES-59615,2025-03-15,us-west-2,EBS,m5.large,Testing,56.58,59.51,41.86,101.4,189.16,742.13,440.2,1.05,0
RES-59615,2025-03-16,us-east-1,EBS,t3.small,Production,45.4,58.0,474.9,19.16,49.34,281.4,216.01,23.21,0
RES-59615,2025-03-17,eu-central-1,EC2,m5.large,Testing,55.85,90.57,203.15,60.44,141.41,553.48,1114.57,20.09,0
RES-59615,2025-03-18,eu-west-1,Lambda,m5.large,Testing,7.65,11.05,495.49,92.65,89.44,380.81,916.73,4.89,1
RES-59615,2025-03-19,ap-south-1,EC2,c5.large,Testing,29.6,57.62,283.24,239.4,95.19,537.64,198.81,12.01,0
RES-59615,2025-03-20,ap-south-1,Lambda,t3.medium,Testing,91.61,43.67,38.24,282.94,220.79,670.81,644.58,6.22,0
RES-59615,2025-03-21,ap-south-1,S3,t3.medium,Development,35.03,77.16,302.6,278.81,113.63,666.94,728.69,8.72,0
RES-59615,2025-03-22,eu-central-1,S3,m5.large,Testing,55.59,97.09,277.74,115.7,117.51,710.88,947.75,19.9,0
RES-59615,2025-03-23,eu-west-1,Lambda,t3.medium,Development,1.96,15.95,21.92,28.66,21.59,341.95,576.21,17.35,1
RES-59615,2025-03-24,us-east-1,RDS,t3.micro,Testing,64.3,25.56,321.17,7.94,77.3,202.33,634.06,21.16,0
RES-59615,2025-03-25,ap-south-1,EC2,m5.large,Development,70.77,16.79,434.36,289.45,32.29,58.1,900.03,7.62,0
RES-59615,2025-03-26,ap-south-1,RDS,t3.micro,Testing,64.62,85.31,137.29,168.4,52.71,412.15,988.26,23.02,0
RES-59615,2025-03-27,us-west-2,Lambda,c5.large,Development,5.0,0.97,329.78,3.04,272.58,735.82,32.82,15.54,1
RES-59615,2025-03-28,us-east-1,EBS,t3.medium,Testing,21.04,13.3,100.81,250.65,102.43,344.49,42.45,17.77,0
RES-59615,2025-03-29,eu-central-1,S3,c5.large,Production,2.61,77.78,327.87,183.18,93.92,608.33,987.13,16.19,0
RES-59615,2025-03-30,ap-south-1,RDS,t3.small,Testing,6.65,25.63,55.56,195.18,248.26,182.09,132.67,14.59,0
RES-59615,2025-03-31,us-east-1,EBS,t3.small,Development,11.58,42.82,309.82,266.32,53.8,903.72,997.37,7.47,0
RES-59615,2025-04-01,us-west-2,RDS,c5.large,Production,73.61,85.36,310.66,85.89,261.59,575.4,1126.8,6.62,0
RES-59615,2025-04-02,eu-central-1,Lambda,c5.large,Testing,77.53,79.78,273.35,138.11,205.4,680.63,189.15,1.04,0
RES-59615,2025-04-03,ap-south-1,EBS,t3.micro,Development,94.88,5.29,473.97,257.2,235.52,248.24,1222.04,3.75,0
RES-59615,2025-04-04,ap-south-1,EBS,c5.large,Development,50.19,58.12,220.75,7.73,23.34,959.38,629.26,11.23,0
RES-59615,2025-04-05,us-west-2,Lambda,t3.micro,Testing,56.13,91.13,448.18,124.28,199.48,690.73,399.31,3.59,0
RES-59615,2025-04-06,us-west-2,EBS,c5.large,Development,29.77,27.74,98.67,103.85,172.04,675.43,450.41,11.83,0
RES-59615,2025-04-07,us-west-2,S3,c5.large,Production,84.48,88.21,261.09,1.96,30.67,315.62,1047.2,11.7,0
RES-59615,2025-04-08,eu-west-1,EBS,c5.large,Development,55.7,48.4,198.51,5.93,156.28,306.15,792.2,18.77,0
RES-59615,2025-04-09,ap-south-1,Lambda,c5.large,Production,30.16,61.76,25.49,196.32,195.55,588.99,234.8,13.83,0
RES-59615,2025-04-10,ap-south-1,S3,t3.medium,Production,79.03,64.76,114.26,225.08,134.21,211.28,1304.31,8.37,0
RES-59615,2025-04-11,us-east-1,S3,t3.micro,Testing,22.54,30.63,317.01,43.97,111.97,849.42,68.76,23.99,0
RES-59615,2025-04-12,eu-west-1,EBS,t3.micro,Production,3.24,42.1,27.77,41.63,111.18,277.6,1436.16,11.35,0
RES-59615,2025-04-13,us-east-1,Lambda,c5.large,Development,65.63,51.88,25.52,237.4,260.17,417.35,147.73,13.2,0
RES-59615,2025-04-14,ap-south-1,EC2,t3.medium,Production,13.49,40.76,120.16,192.04,78.31,162.17,488.52,7.28,0
RES-59615,2025-04-15,ap-south-1,S3,t3.micro,Testing,69.7,49.24,81.77,231.24,267.1,844.43,1489.32,11.3,0
RES-59615,2025-04-16,eu-west-1,Lambda,m5.large,Development,19.66,92.44,292.02,3.71,234.15,357.97,1449.18,16.41,0
RES-59615,2025-04-17,eu-central-1,RDS,t3.micro,Development,94.42,31.82,293.3,5.46,213.48,859.71,1434.35,7.38,0
RES-59615,2025-04-18,eu-central-1,EBS,m5.large,Development,63.7,60.06,197.97,262.11,145.09,459.1,193.84,11.9,0
RES-59615,2025-04-19,ap-south-1,S3,m5.large,Production,73.46,93.54,340.97,142.53,236.61,113.52,471.63,5.39,0
RES-59615,2025-04-20,eu-central-1,Lambda,t3.medium,Testing,20.03,27.06,150.35,299.88,169.25,33.59,123.82,17.73,0
RES-59615,2025-04-21,eu-central-1,Lambda,t3.small,Production,50.88,50.14,55.9,228.93,17.29,32.43,672.25,8.26,0
RES-59615,2025-04-22,eu-central-1,Lambda,t3.medium,Production,51.71,39.41,319.61,77.66,249.41,687.2,1473.6,22.86,0
RES-59615,2025-04-23,ap-south-1,S3,t3.micro,Production,32.55,31.65,69.38,254.82,94.54,74.7,1339.74,15.97,0
RES-59615,2025-04-24,eu-west-1,Lambda,c5.large,Production,75.49,35.15,125.76,165.66,215.48,987.18,383.18,6.58,0
RES-59615,2025-04-25,us-east-1,EC2,t3.medium,Testing,39.68,61.26,218.97,48.61,36.14,785.38,30.79,13.26,0
RES-59615,2025-04-26,us-west-2,EC2,m5.large,Development,60.99,34.06,305.8,294.64,114.89,455.97,321.36,11.89,0
RES-59615,2025-04-27,us-east-1,Lambda,t3.micro,Testing,68.38,26.19,184.82,43.59,273.45,421.57,143.08,12.61,0
RES-59615,2025-04-28,eu-central-1,S3,t3.medium,Development,73.56,69.6,184.37,123.6,86.75,716.3,1358.45,14.02,0
RES-59615,2025-04-29,us-west-2,S3,m5.large,Development,35.68,36.05,443.9,106.43,174.76,811.26,893.24,16.62,0
RES-59615,2025-04-30,us-east-1,S3,t3.medium,Production,9.54,67.38,261.09,57.34,278.9,840.51,666.01,16.83,0
RES-59615,2025-05-01,us-east-1,EBS,c5.large,Development,56.58,81.5,221.04,205.53,249.21,617.67,564.09,14.12,0
RES-59615,2025-05-02,us-east-1,Lambda,t3.micro,Testing,86.51,54.49,393.83,51.66,94.06,979.66,789.6,18.17,0
RES-59615,2025-05-03,eu-central-1,Lambda,m5.large,Development,91.94,16.58,134.72,292.86,192.99,106.62,1131.81,11.2,0
RES-59615,2025-05-04,us-west-2,EC2,t3.micro,Testing,73.4,65.9,11.42,213.3,177.18,428.2,846.76,15.96,0
RES-59615,2025-05-05,us-west-2,EC2,c5.large,Production,11.42,95.21,311.05,265.63,165.61,973.5,1114.24,2.62,0
RES-59615,2025-05-06,us-east-1,RDS,t3.medium,Production,17.44,82.84,430.57,183.63,229.85,484.71,594.29,22.61,0
RES-59615,2025-05-07,ap-south-1,EC2,m5.large,Testing,33.22,9.47,186.54,269.1,201.19,772.64,1027.13,7.34,0
RES-59615,2025-05-08,ap-south-1,Lambda,t3.small,Production,65.54,19.93,333.79,183.67,12.37,394.95,1243.77,10.09,0
RES-59615,2025-05-09,eu-central-1,EBS,t3.micro,Production,1.7,7.27,488.04,83.15,202.51,199.87,714.2,10.13,1
RES-59615,2025-05-10,eu-west-1,EBS,m5.large,Production,2.55,15.85,325.97,250.15,89.7,545.05,299.0,16.51,0
RES-59615,2025-05-11,eu-west-1,RDS,t3.small,Production,6.17,59.4,224.38,166.33,20.65,220.12,1057.62,16.3,0
RES-59615,2025-05-12,us-east-1,S3,t3.micro,Testing,46.86,23.83,19.7,198.74,251.87,632.78,430.4,13.59,0
RES-59615,2025-05-13,ap-south-1,Lambda,t3.micro,Production,93.87,18.15,102.08,115.85,108.17,298.98,1437.53,7.98,0
RES-59615,2025-05-14,us-west-2,RDS,t3.small,Production,83.54,61.23,461.73,206.06,89.44,550.74,1196.36,13.01,0
RES-59615,2025-05-15,ap-south-1,EC2,m5.large,Testing,14.3,35.34,188.92,136.97,120.31,444.8,1062.46,14.41,0
RES-59615,2025-05-16,us-west-2,EBS,t3.medium,Development,38.78,14.36,314.98,216.02,172.04,560.71,1086.24,14.05,0
RES-59615,2025-05-17,us-east-1,RDS,c5.large,Development,91.16,58.54,319.55,266.66,186.78,615.45,500.24,11.7,0
RES-59615,2025-05-18,ap-south-1,Lambda,t3.micro,Testing,67.49,71.56,471.33,228.0,12.34,98.23,406.97,21.02,0
RES-59615,2025-05-19,eu-central-1,Lambda,m5.large,Production,74.68,65.52,118.05,150.81,287.19,669.44,367.48,20.1,0
RES-59615,2025-05-20,eu-central-1,RDS,c5.large,Development,93.28,64.38,350.33,233.61,157.67,999.32,785.75,8.34,0
RES-59615,2025-05-21,ap-south-1,S3,t3.medium,Production,47.06,74.86,455.59,80.71,111.6,218.9,93.75,20.46,0
RES-59615,2025-05-22,us-west-2,EC2,t3.medium,Development,15.1,47.92,43.08,189.71,120.47,189.07,1148.78,2.53,0
RES-59615,2025-05-23,eu-west-1,EBS,c5.large,Development,49.52,38.7,79.95,295.62,86.79,183.7,47.44,19.51,0
RES-59615,2025-05-24,us-west-2,EBS,m5.large,Development,39.84,97.32,352.42,48.35,163.08,783.02,202.74,19.45,0
RES-59615,2025-05-25,eu-central-1,Lambda,m5.large,Production,0.57,6.2,132.4,3.62,295.67,330.56,1081.78,23.42,1
RES-59615,2025-05-26,eu-central-1,S3,t3.small,Production,81.6,33.16,36.87,217.0,272.01,593.55,920.72,23.22,0
RES-59615,2025-05-27,eu-central-1,Lambda,t3.medium,Production,5.48,93.47,479.95,289.51,183.04,31.39,1177.29,23.85,0
RES-59615,2025-05-28,ap-south-1,EBS,m5.large,Testing,77.78,88.48,215.65,29.38,113.74,388.66,203.37,15.23,0
RES-59615,2025-05-29,ap-south-1,EBS,t3.small,Production,81.15,12.88,449.72,198.22,172.82,954.14,808.79,21.7,0
RES-59615,2025-05-30,us-west-2,RDS,t3.small,Production,76.71,22.72,445.32,241.04,288.14,185.68,715.88,6.42,0
RES-59615,2025-05-31,us-west-2,Lambda,t3.micro,Testing,11.7,10.98,449.88,48.14,192.25,852.36,536.4,12.64,1
RES-59615,2025-06-01,us-west-2,Lambda,c5.large,Testing,7.74,96.74,21.4,95.59,101.94,274.28,1006.02,14.54,0
RES-59615,2025-06-02,us-west-2,S3,t3.medium,Testing,23.0,33.65,233.49,284.97,99.34,732.65,1189.25,6.66,0
RES-59615,2025-06-03,ap-south-1,EC2,c5.large,Production,55.77,77.67,461.1,213.26,163.47,375.77,592.23,5.11,0
RES-59615,2025-06-04,eu-central-1,S3,m5.large,Testing,14.59,35.07,400.18,253.13,288.25,70.57,1386.37,21.26,0
RES-59615,2025-06-05,eu-west-1,RDS,c5.large,Development,59.18,92.6,334.51,265.79,162.64,130.51,611.71,1.21,0
RES-59615,2025-06-06,us-west-2,S3,m5.large,Development,27.54,81.03,41.78,212.86,176.17,806.89,542.08,18.12,0
RES-59615,2025-06-07,eu-central-1,Lambda,t3.small,Testing,80.8,70.16,345.46,87.47,240.3,444.14,58.22,2.88,0
RES-59615,2025-06-08,eu-central-1,EBS,c5.large,Production,18.6,22.23,93.76,20.59,40.57,511.18,1018.74,22.72,0
RES-59615,2025-06-09,eu-west-1,EBS,m5.large,Production,9.39,67.06,134.39,174.64,52.8,214.97,501.58,17.15,0
RES-59615,2025-06-10,eu-central-1,RDS,t3.micro,Development,89.53,62.23,374.6,146.66,58.18,724.84,681.86,7.71,0
RES-59615,2025-06-11,ap-south-1,RDS,m5.large,Development,21.19,5.91,197.04,157.91,72.31,174.56,94.01,20.7,0
RES-59615,2025-06-12,ap-south-1,S3,t3.small,Development,89.39,42.55,440.07,142.14,297.52,725.14,657.15,6.96,0
RES-59615,2025-06-13,ap-south-1,EC2,t3.small,Testing,57.94,60.73,361.88,277.31,184.63,304.2,851.72,7.15,0
RES-59615,2025-06-14,eu-central-1,Lambda,t3.micro,Development,41.63,42.3,329.82,103.37,147.78,618.57,157.42,7.66,0
RES-59615,2025-06-15,us-west-2,EC2,m5.large,Production,61.49,96.43,187.05,271.24,156.27,166.7,691.73,7.78,0
RES-59615,2025-06-16,eu-central-1,RDS,t3.medium,Development,85.28,19.14,349.72,236.11,45.55,64.03,478.26,10.04,0
RES-59615,2025-06-17,eu-central-1,Lambda,t3.micro,Development,30.62,24.87,240.26,289.09,25.31,490.96,585.84,23.51,0
RES-59615,2025-06-18,ap-south-1,S3,m5.large,Development,73.51,84.14,232.78,18.37,147.93,236.88,1120.52,6.34,0
RES-59615,2025-06-19,us-east-1,EBS,m5.large,Production,10.85,16.89,265.23,237.78,88.72,980.47,973.11,21.05,1
RES-59615,2025-06-20,us-west-2,S3,m5.large,Production,20.94,81.13,126.7,74.3,98.01,666.4,1199.96,9.6,0
RES-59615,2025-06-21,us-east-1,EC2,t3.micro,Production,83.94,50.4,366.12,276.37,10.1,26.55,595.98,6.16,0
RES-59615,2025-06-22,us-east-1,EC2,t3.medium,Production,46.86,57.08,250.45,235.42,190.03,523.53,867.48,22.05,0
RES-59615,2025-06-23,ap-south-1,RDS,t3.medium,Testing,27.56,90.86,131.63,126.86,79.94,563.96,1351.4,18.24,0
RES-59615,2025-06-24,ap-south-1,RDS,c5.large,Development,82.88,88.28,257.51,140.95,84.56,313.28,795.06,21.92,0
RES-59615,2025-06-25,eu-west-1,S3,t3.small,Production,10.87,16.13,18.31,264.98,220.89,175.57,1396.83,22.77,1
RES-59615,2025-06-26,eu-central-1,S3,t3.small,Production,41.42,92.28,194.56,235.21,66.03,287.07,380.53,3.64,0
RES-59615,2025-06-27,eu-central-1,EC2,t3.micro,Development,11.33,34.58,395.22,255.14,12.83,967.14,970.72,11.59,0
RES-59615,2025-06-28,us-west-2,RDS,c5.large,Development,29.41,72.75,14.06,89.53,154.79,671.37,126.85,14.61,0
RES-59615,2025-06-29,eu-west-1,EBS,c5.large,Production,70.68,84.86,239.74,94.6,35.07,269.86,179.34,12.02,0
RES-20328,2025-01-01,ap-south-1,S3,t3.small,Testing,50.74,51.76,144.11,252.39,236.07,413.74,606.33,10.81,0
RES-20328,2025-01-02,eu-west-1,EC2,t3.small,Production,34.27,89.8,156.87,289.32,24.91,490.47,980.43,12.08,0
RES-20328,2025-01-03,eu-west-1,S3,t3.small,Testing,43.45,51.12,319.5,254.42,50.21,450.67,532.6,5.79,0
RES-20328,2025-01-04,ap-south-1,EBS,m5.large,Testing,74.93,38.26,29.91,28.2,163.87,858.09,274.61,4.39,0
RES-20328,2025-01-05,ap-south-1,Lambda,t3.medium,Production,30.84,43.4,304.4,118.59,2.27,852.93,352.18,16.89,0
RES-20328,2025-01-06,ap-south-1,EBS,t3.medium,Testing,65.87,13.49,151.29,253.37,74.59,417.21,370.42,17.69,0
RES-20328,2025-01-07,us-west-2,EBS,t3.micro,Development,62.79,23.8,132.32,17.75,163.71,465.1,1365.76,18.53,0
RES-20328,2025-01-08,eu-central-1,EBS,m5.large,Production,15.65,49.62,52.61,229.23,130.31,545.49,1458.12,9.16,0
RES-20328,2025-01-09,eu-west-1,Lambda,t3.micro,Development,41.91,13.1,148.67,77.55,94.12,633.76,1196.83,17.03,0
RES-20328,2025-01-10,us-west-2,EBS,m5.large,Development,3.42,68.45,417.82,202.1,126.38,262.74,16.57,18.68,0
RES-20328,2025-01-11,us-east-1,EBS,m5.large,Development,5.11,82.35,439.81,126.45,208.27,204.21,556.14,2.23,0
RES-20328,2025-01-12,us-west-2,RDS,c5.large,Development,91.85,46.92,343.04,154.28,88.59,149.38,265.5,19.25,0
RES-20328,2025-01-13,ap-south-1,Lambda,m5.large,Testing,41.29,72.63,322.34,165.63,273.82,114.76,733.43,2.26,0
RES-20328,2025-01-14,eu-west-1,S3,t3.small,Testing,63.05,37.93,447.29,59.17,78.87,786.45,499.3,5.89,0
RES-20328,2025-01-15,eu-central-1,RDS,t3.small,Development,91.83,13.37,311.81,35.57,179.3,890.19,905.25,15.44,0
RES-20328,2025-01-16,ap-south-1,S3,t3.small,Production,91.84,39.34,404.65,242.08,202.71,50.56,1162.25,10.45,0
RES-20328,2025-01-17,us-east-1,S3,t3.micro,Production,0.77,12.39,255.74,34.19,100.71,418.83,1306.31,16.44,1
RES-20328,2025-01-18,us-east-1,EBS,t3.small,Production,27.09,30.31,196.67,163.69,60.46,342.86,828.31,23.65,0
RES-20328,2025-01-19,us-east-1,S3,t3.medium,Development,76.46,81.93,75.55,22.71,109.82,594.25,1311.0,14.94,0
RES-20328,2025-01-20,eu-west-1,EC2,t3.medium,Production,68.07,18.94,172.89,48.89,198.15,82.67,1133.47,10.28,0
RES-20328,2025-01-21,us-east-1,Lambda,m5.large,Development,3.8,5.91,58.4,192.67,75.71,934.65,70.19,9.19,1
RES-20328,2025-01-22,us-east-1,RDS,t3.micro,Development,74.05,62.57,392.81,258.33,167.44,322.16,377.35,16.67,0
RES-20328,2025-01-23,eu-central-1,Lambda,t3.small,Production,28.97,22.18,375.46,22.26,28.45,562.7,639.65,3.97,0
RES-20328,2025-01-24,ap-south-1,EC2,t3.small,Testing,62.94,46.81,118.09,75.08,161.85,550.61,1058.34,1.48,0
RES-20328,2025-01-25,us-west-2,EBS,m5.large,Production,11.23,22.45,264.42,91.98,56.26,410.78,94.22,7.4,0
RES-20328,2025-01-26,eu-central-1,Lambda,t3.micro,Testing,26.23,20.47,45.12,277.25,232.86,957.05,256.96,22.78,0
RES-20328,2025-01-27,us-west-2,Lambda,t3.small,Development,61.48,95.31,459.75,211.5,210.79,189.27,1178.84,11.19,0
RES-20328,2025-01-28,us-east-1,S3,t3.small,Production,20.83,34.69,361.02,284.0,270.64,605.73,1373.93,15.28,0
RES-20328,2025-01-29,eu-central-1,RDS,t3.micro,Testing,77.01,9.46,480.44,282.1,289.57,690.61,953.75,1.88,0
RES-20328,2025-01-30,ap-south-1,RDS,t3.small,Development,18.08,32.55,275.04,127.26,191.48,852.37,867.66,1.76,0
RES-20328,2025-01-31,ap-south-1,RDS,t3.small,Testing,2.67,25.84,253.75,123.37,233.33,545.28,26.06,6.26,0
RES-20328,2025-02-01,eu-central-1,RDS,t3.small,Production,92.26,30.57,101.49,265.78,190.81,698.43,1010.64,8.79,0
RES-20328,2025-02-02,us-west-2,EBS,t3.small,Production,30.65,51.93,255.85,147.18,37.14,665.51,1070.91,4.98,0
RES-20328,2025-02-03,us-west-2,EBS,c5.large,Production,53.19,25.04,351.38,12.52,3.43,305.01,247.59,19.22,0
RES-20328,2025-02-04,us-west-2,Lambda,t3.small,Production,58.29,42.61,319.34,217.15,14.34,945.49,864.86,12.97,0
RES-20328,2025-02-05,us-east-1,S3,t3.medium,Testing,3.66,12.29,469.01,166.75,118.97,538.99,218.21,11.27,1
RES-20328,2025-02-06,us-east-1,S3,m5.large,Production,94.07,34.32,72.15,112.86,58.42,441.21,1476.0,11.84,0
RES-20328,2025-02-07,eu-west-1,EBS,t3.medium,Testing,17.98,19.07,137.05,15.06,187.2,294.84,847.03,1.38,0
RES-20328,2025-02-08,eu-west-1,Lambda,c5.large,Development,19.15,87.06,175.19,295.32,80.88,932.81,1362.04,22.69,0
RES-20328,2025-02-09,ap-south-1,RDS,t3.micro,Development,71.23,58.8,439.2,114.78,218.0,512.94,1205.33,11.42,0
RES-20328,2025-02-10,us-west-2,Lambda,t3.micro,Testing,39.88,62.0,296.92,148.25,208.97,767.11,339.39,20.62,0
RES-20328,2025-02-11,us-east-1,RDS,c5.large,Production,87.37,28.25,455.38,213.94,112.66,830.98,1041.59,9.23,0
RES-20328,2025-02-12,eu-west-1,EBS,t3.small,Production,11.45,52.08,387.93,129.76,158.52,217.69,388.37,7.04,0
RES-20328,2025-02-13,eu-west-1,EBS,t3.small,Production,54.51,17.01,78.56,240.26,64.5,954.93,904.63,8.87,0
RES-20328,2025-02-14,us-west-2,EBS,c5.large,Production,67.67,62.96,438.05,253.7,218.71,354.37,304.42,9.37,0
RES-20328,2025-02-15,eu-west-1,EC2,m5.large,Production,4.96,83.13,336.98,268.58,26.05,114.2,884.36,11.79,0
RES-20328,2025-02-16,us-west-2,EC2,m5.large,Development,67.78,70.86,141.65,129.49,194.43,906.3,1242.15,7.17,0
RES-20328,2025-02-17,us-east-1,S3,c5.large,Testing,75.51,9.02,353.68,282.84,13.58,224.97,812.61,21.4,0
RES-20328,2025-02-18,ap-south-1,S3,t3.medium,Production,77.52,74.3,369.03,249.97,66.26,684.45,378.19,4.12,0
RES-20328,2025-02-19,eu-west-1,RDS,t3.medium,Testing,6.05,81.26,447.31,88.31,276.74,979.56,1488.6,12.32,0
RES-20328,2025-02-20,us-east-1,EC2,t3.medium,Development,20.46,6.59,290.55,109.58,254.79,357.67,893.64,8.9,0
RES-20328,2025-02-21,eu-central-1,RDS,m5.large,Development,60.06,87.87,330.83,109.61,2.58,12.26,1118.61,21.44,0
RES-20328,2025-02-22,eu-west-1,S3,c5.large,Testing,26.74,43.24,437.7,45.38,137.77,18.2,1036.35,15.67,0
RES-20328,2025-02-23,us-west-2,RDS,c5.large,Testing,36.88,46.63,269.51,235.29,86.85,799.58,1413.23,13.41,0
RES-20328,2025-02-24,us-west-2,EC2,t3.small,Development,9.95,41.85,71.96,159.58,138.7,253.75,468.09,8.39,0
RES-20328,2025-02-25,eu-west-1,EC2,c5.large,Development,39.91,42.21,410.9,159.39,280.94,626.63,1041.57,14.79,0
RES-20328,2025-02-26,us-east-1,RDS,t3.micro,Development,15.28,59.71,216.2,235.26,207.35,299.11,522.33,16.42,0
RES-20328,2025-02-27,ap-south-1,Lambda,t3.medium,Development,53.13,19.28,435.29,120.56,105.5,253.77,1186.65,12.42,0
RES-20328,2025-02-28,ap-south-1,EC2,t3.small,Testing,39.64,25.58,317.83,21.15,145.26,145.03,1262.12,3.14,0
RES-20328,2025-03-01,eu-west-1,RDS,m5.large,Testing,33.09,76.51,303.9,185.68,84.61,857.31,1087.31,10.19,0
RES-20328,2025-03-02,us-east-1,EC2,t3.small,Development,35.9,85.04,387.78,173.61,85.38,932.17,1056.05,23.48,0
RES-20328,2025-03-03,eu-central-1,Lambda,t3.micro,Testing,80.07,55.03,266.87,140.24,97.57,761.79,687.72,13.3,0
RES-20328,2025-03-04,eu-central-1,RDS,t3.medium,Production,89.69,84.04,369.08,292.91,286.76,951.54,1036.85,3.63,0
RES-20328,2025-03-05,ap-south-1,RDS,t3.micro,Production,30.05,93.37,488.81,59.79,294.41,145.67,228.97,9.48,0
RES-20328,2025-03-06,us-west-2,EC2,t3.medium,Testing,36.37,17.65,444.83,121.99,251.3,112.55,238.79,2.34,0
RES-20328,2025-03-07,eu-central-1,Lambda,c5.large,Development,65.67,73.34,323.91,135.42,282.75,185.34,1338.89,20.22,0
RES-20328,2025-03-08,us-east-1,EC2,t3.medium,Development,86.16,34.41,168.01,168.98,281.49,126.06,385.18,3.54,0
RES-20328,2025-03-09,eu-central-1,EBS,c5.large,Production,46.3,96.28,115.23,115.75,240.24,20.47,290.66,16.46,0
RES-20328,2025-03-10,eu-central-1,S3,c5.large,Production,38.88,26.66,317.63,251.49,207.53,897.97,878.8,6.1,0
RES-20328,2025-03-11,eu-central-1,EBS,t3.medium,Development,48.3,18.33,79.66,168.61,35.18,168.35,1049.97,7.51,0
RES-20328,2025-03-12,eu-west-1,Lambda,m5.large,Production,5.92,26.1,174.65,73.75,127.32,259.21,1372.48,12.81,0
RES-20328,2025-03-13,us-west-2,S3,c5.large,Testing,57.71,25.94,231.72,227.21,265.96,921.24,389.65,23.83,0
RES-20328,2025-03-14,us-east-1,Lambda,t3.small,Testing,43.38,45.52,45.17,32.2,138.83,377.75,706.11,17.98,0
RES-20328,2025-03-15,eu-central-1,S3,t3.medium,Development,7.19,19.17,215.08,124.68,11.39,253.0,635.27,16.43,1
RES-20328,2025-03-16,us-west-2,EC2,m5.large,Production,86.8,39.75,360.96,297.93,57.47,511.09,1489.11,21.65,0
RES-20328,2025-03-17,us-west-2,Lambda,c5.large,Production,75.28,39.26,319.99,244.33,227.77,633.26,51.93,3.42,0
RES-20328,2025-03-18,eu-central-1,S3,m5.large,Testing,36.81,47.74,150.82,159.66,193.35,526.38,1219.24,21.65,0
RES-20328,2025-03-19,eu-west-1,EC2,t3.small,Production,20.95,82.74,285.42,112.44,46.31,959.03,670.58,22.23,0
RES-20328,2025-03-20,ap-south-1,Lambda,t3.micro,Production,52.03,61.55,162.51,225.94,269.4,805.97,674.32,19.23,0
RES-20328,2025-03-21,ap-south-1,Lambda,c5.large,Development,62.98,49.6,254.81,290.96,259.73,948.93,242.01,17.73,0
RES-20328,2025-03-22,eu-west-1,RDS,t3.micro,Development,72.02,75.28,207.34,174.49,229.39,174.9,112.86,1.24,0
RES-20328,2025-03-23,eu-central-1,EC2,c5.large,Testing,24.92,57.46,427.1,244.02,209.13,695.7,451.32,5.94,0
RES-20328,2025-03-24,us-east-1,EC2,t3.medium,Testing,56.04,86.93,344.49,19.47,25.38,370.49,1162.49,21.57,0
RES-20328,2025-03-25,eu-west-1,EBS,t3.medium,Testing,64.72,42.42,85.23,287.39,74.35,454.02,355.29,18.65,0
RES-20328,2025-03-26,us-west-2,EBS,t3.small,Testing,65.14,44.07,427.16,39.43,42.68,914.84,1024.11,3.92,0
RES-20328,2025-03-27,us-west-2,S3,c5.large,Development,13.26,15.52,284.37,253.23,276.62,111.65,69.0,19.83,0
RES-20328,2025-03-28,eu-west-1,RDS,m5.large,Development,57.74,91.77,61.23,155.16,11.75,339.86,1203.9,14.69,0
RES-20328,2025-03-29,us-east-1,RDS,t3.small,Testing,86.55,11.34,96.84,91.27,258.41,581.14,705.16,1.03,0
RES-20328,2025-03-30,us-east-1,S3,t3.micro,Development,34.02,51.3,182.66,154.02,114.95,538.39,1120.56,7.66,0
RES-20328,2025-03-31,eu-west-1,RDS,t3.small,Production,20.83,61.67,444.6,166.28,246.55,588.67,717.14,20.92,0
RES-20328,2025-04-01,eu-central-1,EC2,t3.small,Testing,87.47,66.31,440.25,240.85,196.27,992.1,1189.0,20.3,0
RES-20328,2025-04-02,us-west-2,EC2,t3.micro,Testing,28.12,73.21,301.29,243.98,1.39,492.29,349.74,22.05,0
RES-20328,2025-04-03,eu-west-1,EC2,c5.large,Development,91.67,96.77,297.89,177.85,109.69,659.26,1267.0,9.3,0
RES-20328,2025-04-04,us-west-2,EC2,t3.small,Production,65.16,50.78,303.03,217.86,21.58,927.7,1241.16,11.39,0
RES-20328,2025-04-05,eu-central-1,Lambda,c5.large,Production,56.07,21.2,323.48,221.66,106.23,324.55,1375.38,4.56,0
RES-20328,2025-04-06,us-east-1,EC2,t3.small,Testing,53.81,34.31,11.05,118.03,132.07,406.91,935.6,15.2,0
